ticker,composite_rank,composite_score,z_score,expected_excess_return,volatility,drawdown,cluster_id,corr_xbi,beta_xbi,defensive_multiplier,defensive_bucket,defensive_notes,severity,stage_bucket,market_cap_bucket,rankable,momentum_score,momentum_window,momentum_alpha,catalyst_score,catalyst_effective_score,catalyst_proximity_score,smart_money_score,smart_money_overlap,smart_money_tier1_holders,short_interest_score,short_interest_crowding,short_interest_squeeze,valuation_score,valuation_method,valuation_confidence,partnership_score,partnership_strength,partnership_top_partners,fda_designation_score,fda_designations,competitive_intensity_score,competitive_crowding_level,pipeline_diversity_score,pipeline_risk_profile,confidence_overall,confidence_financial,confidence_clinical,confidence_catalyst,confidence_pos
HUMA,251,20.11,-0.8061,-0.0645,0.7852,-0.406407,1,0.2938,,0.9200,penalty,def_skip_not_elite_vol; def_mult_drawdown_penalty_0.92,sev1,early,micro,True,7.25,60,-0.5989,50.00,50.00,0,50.00,0,,68.00,MEDIUM,HIGH,50,neutral,0.2,50,unknown,,50,,10.0,uncrowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.7
PHVS,252,19.70,-0.9374,-0.075,0.7535,-0.054316,2,0.4207,,1.00,neutral,,none,late,small,True,49.25,60,-0.0056,50.00,50.00,0,66.00,4,Baker Bros Advisors; Cormorant Asset Management; Rock Springs Capital Management; Sofinnova Investments,48.00,LOW,LOW,35.96,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,72.0,diversified,0.74000,0.65,0.95,0.45,0.7
ADCT,253,19.67,-0.9502,-0.076,0.7505,-0.257261,3,0.2585,,1.00,neutral,def_skip_not_elite_vol,none,mid,small,True,14.06,60,-0.2522,50.00,50.00,0,51.00,1,Opaleye Management,71.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,46.0,concentrated,0.74500,0.95,0.85,0.45,0.7
ARGX,254,19.65,-0.9631,-0.077,0.2190,-0.1383,2,0.1864,,1.0,neutral,def_mult_elite_1.40; def_mult_rsi_oversold_1.03; def_boost_gated_below_50,none,late,large,True,31.35,60,-0.1382,70.70,55.17,18.94,66.00,4,Acuta Capital Partners; Baker Bros Advisors; RTW Investments; Rock Springs Capital Management,61.00,LOW,LOW,10.00,ev_revenue,0.8000,50,unknown,,50,,50.0,uncrowded,76.0,diversified,0.74000,0.65,0.95,0.45,0.7
VCYT,255,19.29,-0.9761,-0.0781,0.6453,-0.208991,1,0.2925,,1.00,neutral,def_skip_not_elite_vol,none,early,mid,True,38.20,60,-0.0874,50.00,50.00,0,50.80,6,Casdin Capital; Deerfield Management,69.00,LOW,LOW,40.71,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.80000,0.95,0.85,0.45,0.7
RGEN,256,18.74,-0.9894,-0.0792,0.4218,-0.066672,2,0.4000,,0.9800,neutral,def_mult_rsi_overbought_0.98,none,late,mid,True,40.21,60,-0.0725,50.00,50.00,0,54.29,6,Avidity Partners Management; Perceptive Advisors,65.00,LOW,LOW,12.86,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,76.0,diversified,0.83000,0.95,0.95,0.45,0.7
TEM,257,18.74,-1.0164,-0.0813,0.5816,-0.256427,1,0.4642,,1.00,neutral,,none,early,large,True,7.25,60,-0.3026,50.00,50.00,0,57.00,3,Casdin Capital; Perceptive Advisors; RTW Investments,65.00,MEDIUM,MODERATE,21.29,ev_revenue,0.8000,50,unknown,,50,,20.0,uncrowded,50.0,focused,0.80500,0.95,0.85,0.45,0.7
KURA,258,18.72,-0.9248,-0.074,0.617,-0.326606,2,0.6478,,0.9500,penalty,def_mult_momentum_penalty_0.95; def_warn_drawdown_gt_30pct,sev1,late,small,True,18.87,60,-0.2185,50.00,50.00,0,54.00,1,EcoR1 Capital,57.00,LOW,MODERATE,83.92,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
RAPT,259,18.42,-1.0302,-0.0824,1.4599,0.000000,3,0.3343,,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,none,mid,small,True,92.75,60,1.8502,50.00,50.00,0,64.00,6,Deep Track Capital; Perceptive Advisors; RTW Investments,44.00,LOW,LOW,38.14,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,78.0,diversified,0.83500,0.95,0.95,0.45,0.7
CRBU,260,18.26,-1.0028,-0.0802,0.8544,-0.374486,1,0.6833,,0.9700,penalty,def_mult_high_vol_0.97; def_warn_drawdown_gt_30pct,sev1,early,micro,True,7.25,60,-0.4694,50.00,50.00,0,50.00,0,,51.00,LOW,LOW,75.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.80500,0.95,0.85,0.45,0.7
GMAB,261,18.22,-1.0583,-0.0847,0.3342,-0.026599,2,0.3700,,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_50,none,late,large,True,55.08,60,0.0376,50.00,50.00,0,53.60,4,Avidity Partners Management; Deep Track Capital,57.00,LOW,LOW,90.00,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,80.0,broad_portfolio,0.74000,0.65,0.95,0.45,0.7
CVAC,262,18.12,-1.0727,-0.0858,0.3361,-0.151184,2,0.1813,,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_50,none,late,small,True,7.25,60,-0.3629,96.00,78.79,38.64,50.00,0,,65.00,LOW,LOW,74.56,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,86.0,broad_portfolio,0.78500,0.65,0.95,0.65,0.7
RANI,263,17.82,-0.9124,-0.073,1.4102,-0.448000,1,0.0447,,0.892400,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,sev2,early,micro,True,57.82,60,0.0579,73.52,59.37,26.36,50.00,0,,47.00,LOW,MODERATE,88.33,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,67.0,focused,0.74000,0.65,0.95,0.45,0.7
CTMX,264,17.68,-1.0874,-0.087,0.9241,0.000000,3,0.2404,,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,none,mid,small,True,92.75,60,0.5726,50.00,50.00,0,67.70,7,Baker Bros Advisors; Perceptive Advisors; RA Capital Management; RTW Investments,59.00,LOW,MODERATE,39.83,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.83500,0.95,0.95,0.45,0.7
EYPT,265,17.16,-1.1022,-0.0882,0.7147,-0.199470,2,0.4074,,1.00,neutral,,sev2,late,small,True,46.87,60,-0.0232,86.48,65.84,17.69,62.00,3,Cormorant Asset Management; Orbimed Advisors; Rock Springs Capital Management,68.00,LOW,MODERATE,66.96,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,86.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
CRVS,266,17.08,-1.1174,-0.0894,0.6118,-0.134796,2,0.6206,,1.0,neutral,def_mult_momentum_bonus_1.05; def_mult_rsi_oversold_1.03; def_boost_gated_below_50,none,late,small,True,92.75,60,2.3297,50.00,50.00,0,58.00,2,Perceptive Advisors; RTW Investments,62.00,MEDIUM,HIGH,40.06,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,78.0,diversified,0.83500,0.95,0.95,0.45,0.7
KOD,267,16.17,-1.1327,-0.0906,0.8241,-0.210746,2,0.4093,,0.9700,penalty,def_mult_high_vol_0.97,sev1,late,small,True,92.75,60,0.5126,100.00,93.66,78.85,60.00,3,Baker Bros Advisors; Perceptive Advisors; Tang Capital Partners,57.00,MEDIUM,MODERATE,45.91,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,80.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.7
RNA,268,16.06,-1.1484,-0.0919,0.7513,-0.0037,2,0.2521,,1.00,neutral,def_skip_not_elite_vol,sev2,late,large,True,43.84,60,-0.0456,50.00,50.00,0,80.00,9,Baker Bros Advisors; Casdin Capital; Cormorant Asset Management; EcoR1 Capital; Orbimed Advisors; Palo Alto Investors; RA Capital Management; RTW Investments; Sofinnova Investments,60.00,LOW,LOW,23.10,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,83.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
LEGN,269,16.05,-1.0441,-0.0835,0.3634,-0.436111,3,0.5213,,0.874000,penalty,def_mult_momentum_penalty_0.95; def_mult_drawdown_penalty_0.92,none,mid,mid,True,7.25,60,-0.6388,50.00,50.00,0,50.00,0,,52.00,MEDIUM,MODERATE,39.11,ev_revenue,0.8000,52.15,exceptional,Janssen; Novartis,50,,100.0,highly_crowded,78.0,diversified,0.74500,0.65,0.95,0.45,0.7
ABVX,270,15.89,-1.1643,-0.0931,0.7549,-0.181818,2,0.3389,,1.00,neutral,def_skip_vol_too_high,sev2,late,mid,True,53.34,60,0.0248,72.92,63.98,43.13,66.00,4,Baker Bros Advisors; Cormorant Asset Management; Perceptive Advisors; RTW Investments,48.00,LOW,LOW,24.85,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.74000,0.65,0.95,0.45,0.7
BBIO,271,15.66,-1.1805,-0.0944,0.4744,-0.0797,1,0.4609,,1.00,neutral,,sev1,early,large,True,60.52,60,0.0779,50.00,50.00,0,61.70,11,Cormorant Asset Management; Deep Track Capital; Ghost Tree Capital; Rock Springs Capital Management; Sectoral Asset Management; Sofinnova Investments,79.00,LOW,MODERATE,10.00,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,42.0,concentrated,0.80000,0.95,0.85,0.45,0.7
GHRS,272,15.43,-1.1971,-0.0958,0.9535,-0.103064,2,0.4117,,1.0,neutral,def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,none,late,small,True,50.11,60,0.0008,50.00,50.00,0,62.00,3,Cormorant Asset Management; RA Capital Management; RTW Investments,67.00,LOW,MODERATE,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.65000,0.65,0.85,0.45,0.7
SLDB,273,15.29,-1.2312,-0.0985,0.8641,-0.050350,3,0.5632,,1.0,neutral,def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,sev2,mid,small,True,40.72,60,-0.0688,98.00,80.39,39.31,63.00,5,Ally Bridge Group; Bain Capital Life Sciences; Perceptive Advisors; RA Capital Management; Redmile Group,73.00,MEDIUM,MODERATE,88.98,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,79.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.7
SVRA,274,14.45,-1.2488,-0.0999,0.6811,-0.180115,2,0.3558,,1.00,neutral,def_skip_vol_too_high,sev1,late,small,True,87.72,60,0.2647,50.00,50.00,0,50.00,0,,57.00,LOW,MODERATE,54.09,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,84.0,diversified,0.83500,0.95,0.95,0.45,0.7
ERAS,275,14.29,-1.2668,-0.1013,1.2457,-0.037619,2,0.3720,,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,none,late,mid,True,92.75,60,3.5946,86.48,65.84,17.69,50.00,0,,51.00,LOW,LOW,31.29,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,79.0,diversified,0.83500,0.95,0.95,0.45,0.7
IVVD,276,14.20,-1.214,-0.0971,1.2594,-0.295139,2,0.2216,,0.921500,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95,sev1,late,small,True,92.75,60,0.3146,73.70,57.61,20.07,54.90,2,RA Capital Management,59.00,MEDIUM,MODERATE,61.70,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,diversified,0.83500,0.95,0.95,0.45,0.7
LQDA,277,14.01,-1.2853,-0.1028,0.5778,-0.015654,2,0.3221,,1.0,neutral,def_skip_vol_too_high; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,sev1,late,mid,True,92.75,60,0.4480,50.00,50.00,0,55.00,2,Opaleye Management; Sofinnova Investments,86.00,MEDIUM,MODERATE,20.18,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.7
CELC,278,13.72,-1.3042,-0.1043,0.487059,0.000000,2,0.430004,,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_50,none,late,mid,True,92.75,60,0.5527,50.00,50.00,0,62.00,3,Baker Bros Advisors; Perceptive Advisors; Sofinnova Investments,50,UNKNOWN,UNKNOWN,19.01,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.7
BLTE,279,12.88,-1.3434,-0.1075,0.653473,0.000000,2,0.031989,,1.00,neutral,def_skip_not_elite_vol,sev2,late,mid,True,92.75,60,0.4775,50.00,50.00,0,50.00,0,,50,UNKNOWN,UNKNOWN,10.82,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,76.0,diversified,0.74500,0.65,0.95,0.45,0.7
EDIT,280,12.85,-1.3638,-0.1091,0.8096,-0.331169,1,0.5795,,0.999100,neutral,def_mult_high_vol_0.97; def_mult_rsi_oversold_1.03; def_warn_drawdown_gt_30pct,sev2,early,micro,True,7.25,60,-0.4197,50.00,50.00,0,50.00,0,,59.00,LOW,MODERATE,78.33,mcap_per_trial,0.8000,39.40,strong,Bristol-Myers Squibb,76.2,ODD; BTD; RMAT,100.0,highly_crowded,64.0,focused,0.83500,0.95,0.95,0.45,0.7
MESO,281,12.66,-1.4064,-0.1125,0.5347,-0.109256,1,0.3519,,1.00,neutral,def_skip_vol_too_high,none,early,mid,True,39.50,60,-0.0778,50.00,50.00,0,50.00,0,,55.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,50.0,focused,0.65000,0.65,0.85,0.45,0.7
COGT,282,12.58,-1.3235,-0.1059,2.489,-0.083116,2,0.2140,,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97,none,late,mid,True,92.75,60,1.2828,50.00,50.00,0,66.00,4,Acuta Capital Partners; RTW Investments; Rock Springs Capital Management; Sofinnova Investments,66.00,LOW,MODERATE,20.76,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.7
ABOS,283,12.54,-1.4287,-0.1143,0.961373,0.000000,3,0.275496,,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,sev2,mid,micro,True,82.18,60,0.2258,50.00,50.00,0,54.00,1,RA Capital Management,50,UNKNOWN,UNKNOWN,68.64,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.80500,0.95,0.85,0.45,0.7
GLPG,284,12.49,-1.4517,-0.1161,0.3097,-0.015012,2,0.2844,,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_50,none,late,mid,True,26.75,60,-0.1632,50.00,50.00,0,54.00,1,EcoR1 Capital,59.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,10.0,uncrowded,35.0,single_asset,0.65500,0.65,0.85,0.45,0.7
CNTA,285,12.07,-1.4755,-0.118,0.5724,-0.152290,3,0.1797,,1.00,neutral,def_skip_not_elite_vol,sev1,mid,mid,True,42.21,60,-0.0577,50.00,50.00,0,70.00,5,Cormorant Asset Management; EcoR1 Capital; Perceptive Advisors; RTW Investments; Rock Springs Capital Management,61.00,LOW,LOW,10.00,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,67.0,focused,0.83000,0.95,0.95,0.45,0.7
LRMR,286,11.99,-1.5002,-0.12,0.7621,-0.100000,3,0.2885,,1.00,neutral,def_skip_not_elite_vol,sev2,mid,small,True,11.47,60,-0.2704,50.00,50.00,0,61.00,4,Deerfield Management; Opaleye Management; RA Capital Management; RTW Investments,77.00,MEDIUM,MODERATE,72.03,mcap_per_trial,0.8000,50,unknown,,50,,35.0,uncrowded,72.0,diversified,0.83500,0.95,0.95,0.45,0.7
PRLD,287,11.40,-1.3848,-0.1108,2.882401,-0.467337,3,0.092871,,0.892400,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,sev2,mid,micro,True,92.75,60,0.3212,50.00,50.00,0,54.00,1,Baker Bros Advisors,50,UNKNOWN,UNKNOWN,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.83500,0.95,0.95,0.45,0.7
VOR,288,10.75,-1.5526,-0.1242,1.6831,-0.409600,2,0.2000,,0.93702000,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_mult_drawdown_penalty_0.92,sev1,late,small,True,7.25,60,-0.5883,50.00,50.00,0,54.00,1,RA Capital Management,41.00,LOW,LOW,56.43,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,82.0,diversified,0.83500,0.95,0.95,0.45,0.7
WVE,289,10.58,-1.5259,-0.1221,3.1359,-0.373064,3,0.1196,,0.921500,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_warn_drawdown_gt_30pct,sev1,mid,mid,True,71.49,60,0.1508,50.00,50.00,0,66.00,4,Baker Bros Advisors; RA Capital Management; RTW Investments; Sofinnova Investments,64.00,LOW,LOW,26.27,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.83500,0.95,0.95,0.45,0.7
URGN,290,10.15,-1.6096,-0.1288,0.7699,-0.260537,2,0.3270,,1.00,neutral,def_skip_vol_too_high,sev2,late,small,True,27.80,60,-0.1558,63.40,49.41,16.78,58.00,2,Palo Alto Investors; RTW Investments,68.00,MEDIUM,HIGH,73.39,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.7
LENZ,291,9.97,-1.5804,-0.1264,1.0281,-0.400125,2,0.2579,,0.93702000,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_mult_drawdown_penalty_0.92,sev2,late,small,True,7.25,60,-0.4887,50.00,50.00,0,65.00,6,Ally Bridge Group; RA Capital Management; RTW Investments; Rock Springs Capital Management; Samsara BioCapital; Tang Capital Partners,69.00,HIGH,MODERATE,65.79,mcap_per_trial,0.8000,50,unknown,,50,,10.0,uncrowded,76.0,diversified,0.83500,0.95,0.95,0.45,0.7
SION,292,9.36,-1.6401,-0.1312,0.7836,-0.022082,1,0.3424,,1.00,neutral,def_skip_vol_too_high,sev2,early,small,True,91.92,60,0.2942,50.00,50.00,0,64.00,4,Baker Bros Advisors; Perceptive Advisors; RA Capital Management; Rock Springs Capital Management,65.00,LOW,MODERATE,50,neutral,0.2,50,unknown,,50,,75.0,uncrowded,49.0,concentrated,0.74500,0.95,0.85,0.45,0.7
ALMS,293,9.19,-1.6723,-0.1338,2.1586,-0.033208,2,0.2299,,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,sev2,late,mid,True,92.75,60,3.9195,50.00,50.00,0,63.00,6,Baker Bros Advisors; Cormorant Asset Management; Opaleye Management; Orbimed Advisors; Tang Capital Partners; Venbio Partners,44.00,MEDIUM,LOW,32.46,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.7
OCGN,294,8.64,-1.7424,-0.1394,0.7585,-0.200942,2,0.2393,,1.00,neutral,def_skip_not_elite_vol,sev2,late,small,True,42.37,60,-0.0565,87.33,71.88,35.84,50.00,0,,78.00,MEDIUM,MODERATE,60.53,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.87000,0.95,0.95,0.65,0.7
STRO,295,8.60,-1.781,-0.1425,1.0735,-0.024970,3,0.4541,,1.0,neutral,def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,sev2,mid,micro,True,92.75,60,0.3875,50.00,50.00,0,50.00,0,,56.00,LOW,LOW,82.20,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.83500,0.95,0.95,0.45,0.7
TNYA,296,8.14,-1.7063,-0.1365,1.1737,-0.570649,1,0.3759,,0.892400,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,sev2,early,micro,True,7.25,60,-0.5235,50.00,50.00,0,49.80,4,Casdin Capital; Ghost Tree Capital,50.00,MEDIUM,LOW,85.00,mcap_per_trial,0.8000,50,unknown,,50,,20.0,uncrowded,54.0,focused,0.83500,0.95,0.95,0.45,0.7
IOVA,297,8.07,-1.8223,-0.1458,0.9724,0.000000,2,0.5197,,0.9700,penalty,def_mult_high_vol_0.97,sev2,late,small,True,59.89,60,0.0732,50.00,50.00,0,53.90,3,Palo Alto Investors; Tang Capital Partners,76.00,HIGH,HIGH,66.37,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.7
IBRX,298,7.94,-1.9159,-0.1533,1.3149,-0.189373,1,0.2568,,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,sev2,early,mid,True,92.75,60,1.3459,50.00,50.00,0,50.00,0,,56.00,HIGH,HIGH,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.7
EOLS,299,7.81,-1.8671,-0.1494,0.5726,-0.337178,2,0.2337,,0.9500,penalty,def_skip_not_elite_vol; def_mult_momentum_penalty_0.95; def_warn_drawdown_gt_30pct,sev2,late,small,True,7.25,60,-0.4594,50.00,50.00,0,50.00,5,Krensavage Asset Management; Tang Capital Partners,71.00,LOW,MODERATE,86.63,ev_revenue,0.8000,50,unknown,,50,,20.0,uncrowded,72.0,diversified,0.83500,0.95,0.95,0.45,0.7
IMMP,300,7.35,-1.9698,-0.1576,0.7295,-0.050314,2,0.1759,,1.00,neutral,def_skip_not_elite_vol,none,late,small,True,92.75,60,0.3056,50.00,50.00,0,50.00,0,,47.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,54.0,focused,0.65500,0.65,0.85,0.45,0.7
PRAX,301,7.21,-2.0301,-0.1624,0.9863,-0.030363,3,0.0599,,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,sev2,mid,mid,True,92.75,60,1.8917,50.00,50.00,0,74.00,7,Acuta Capital Partners; Ally Bridge Group; Baker Bros Advisors; Cormorant Asset Management; Deerfield Management; Perceptive Advisors; Sofinnova Investments,57.00,LOW,LOW,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83500,0.95,0.95,0.45,0.7
NMRA,302,7.14,-2.0988,-0.1679,0.9459,-0.294702,2,0.3222,,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_50,sev2,late,small,True,13.48,60,-0.2563,97.76,84.74,54.36,50.00,3,Tang Capital Partners,61.00,LOW,MODERATE,69.30,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.87500,0.95,0.95,0.65,0.7
VRDN,303,6.99,-2.1792,-0.1743,0.424636,-0.007105,2,0.504621,,1.00,neutral,,sev2,late,mid,True,92.43,60,0.2978,50.00,50.00,0,58.00,2,Baker Bros Advisors; Perceptive Advisors,50,UNKNOWN,UNKNOWN,25.44,mcap_per_trial,0.8000,50,unknown,,50,,75.0,moderate,68.0,diversified,0.83500,0.95,0.95,0.45,0.7
AZN,304,5.98,-2.4024,-0.1922,0.2344,-0.007681,2,0.3439,,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_50,sev2,late,large,True,41.52,60,-0.0628,50.00,50.00,0,54.00,1,Sofinnova Investments,44.00,LOW,LOW,50.99,ev_revenue,0.8000,50,unknown,,50,,75.0,uncrowded,78.0,diversified,0.74000,0.65,0.95,0.45,0.7
BMEA,305,5.89,-2.2767,-0.1821,0.884816,-0.197531,3,0.366734,,0.9700,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97,sev2,mid,micro,True,7.25,60,-0.3066,50.00,50.00,0,49.90,3,Cormorant Asset Management,50,UNKNOWN,UNKNOWN,90.00,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,70.0,focused,0.83500,0.95,0.95,0.45,0.7
PHAT,306,5.28,-2.5838,-0.2067,0.6057,-0.225111,1,0.4026,,0.9500,penalty,def_mult_momentum_penalty_0.95,sev2,early,small,True,32.95,60,-0.1263,50.00,50.00,0,50.00,0,,88.00,MEDIUM,HIGH,50,neutral,0.2,50,unknown,,50,,15.0,uncrowded,35.0,single_asset,0.74000,0.95,0.85,0.45,0.7
SMMT,307,5.01,-2.9423,-0.2354,0.5984,-0.202744,2,0.4787,,1.00,neutral,,sev2,late,large,True,7.25,60,-0.4627,50.00,50.00,0,62.00,4,Baker Bros Advisors; Rock Springs Capital Management; Sofinnova Investments; Tang Capital Partners,67.00,HIGH,HIGH,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,78.0,diversified,0.83500,0.95,0.95,0.45,0.7
