ticker,composite_rank,composite_score,z_score,expected_excess_return,volatility,drawdown,cluster_id,corr_xbi,beta_xbi,defensive_multiplier,defensive_bucket,defensive_notes,rank_driver,fundamental_red_flag,fundamental_red_flag_reasons,severity,stage_bucket,market_cap_bucket,rankable,momentum_score,momentum_window,momentum_alpha,catalyst_score,catalyst_effective_score,catalyst_proximity_score,smart_money_score,smart_money_overlap,smart_money_tier1_holders,short_interest_score,short_interest_crowding,short_interest_squeeze,valuation_score,valuation_method,valuation_confidence,partnership_score,partnership_strength,partnership_top_partners,fda_designation_score,fda_designations,competitive_intensity_score,competitive_crowding_level,pipeline_diversity_score,pipeline_risk_profile,confidence_overall,confidence_financial,confidence_clinical,confidence_catalyst,confidence_pos
NKTX,235,24.14,-0.7508,-0.0601,0.471871,0.000000,3,0.530537,0.872582,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3,alpha,False,,none,mid,micro,True,51.56,60,0.0217,50.00,50.00,0,61.00,1,RA Capital Management,50,UNKNOWN,UNKNOWN,73.73,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,70.0,focused,0.83000,0.95,0.95,0.45,0.45
LYEL,236,24.07,-0.597,-0.0478,0.890234,-0.369689,2,0.3940,0.871136,0.921500,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_warn_drawdown_gt_30pct,alpha,False,,none,late,small,True,74.34,60,0.3210,50.00,50.00,0,50.00,0,,44.00,LOW,LOW,58.77,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,71.0,focused,0.83500,0.95,0.95,0.45,0.70
NTRA,237,23.81,-0.7617,-0.0609,0.319650,-0.069261,1,0.3870,0.012412,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_1,suppressed,True,single_asset_early_stage,none,early,large,True,52.49,60,0.0345,50.00,50.00,0,74.80,4,Orbimed Advisors; RTW Investments; Sofinnova Investments,54.00,LOW,LOW,12.86,ev_cfo,0.8000,50,unknown,,50,,20.0,uncrowded,35.0,single_asset,0.80000,0.95,0.85,0.45,0.38
ENGN,238,23.74,-0.7726,-0.0618,1.120181,-0.087099,3,0.337308,1.824094,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3,alpha,False,,none,mid,small,True,92.62,60,0.7154,50.00,50.00,0,72.00,2,Cormorant Asset Management; Perceptive Advisors,50,UNKNOWN,UNKNOWN,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.45
VCYT,239,23.59,-0.7837,-0.0627,0.685501,-0.208991,1,0.2925,-0.391621,1.00,neutral,def_skip_not_elite_vol,suppressed,True,single_asset_early_stage,none,early,mid,True,43.71,60,-0.0874,50.00,50.00,0,72.86,6,Casdin Capital; Deerfield Management,69.00,LOW,LOW,40.71,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.80000,0.95,0.85,0.45,0.30
INBX,240,23.36,-0.7948,-0.0636,0.573386,-0.219228,3,0.1325,-0.353179,1.00,neutral,def_skip_not_elite_vol,alpha,False,,sev1,mid,small,True,81.33,60,0.4362,50.00,50.00,0,80.00,3,Acuta Capital Partners; Perceptive Advisors; Sofinnova Investments,55.00,MEDIUM,MODERATE,43.22,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.83500,0.95,0.95,0.45,0.53
LGND,241,23.31,-0.8061,-0.0645,0.383465,-0.075852,2,0.3493,0.121893,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,39.92,60,-0.1399,50.00,50.00,0,50.00,0,,55.00,LOW,LOW,12.86,ev_cfo,0.8000,50,unknown,,50,,90.0,moderate,84.0,diversified,0.83000,0.95,0.95,0.45,0.70
ARTV,242,22.79,-0.8174,-0.0654,1.769247,-0.230159,3,0.138990,1.589759,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3,alpha,False,,sev1,mid,micro,True,59.20,60,0.1278,50.00,50.00,0,65.71,3,RA Capital Management,50,UNKNOWN,UNKNOWN,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,75.0,diversified,0.83000,0.95,0.95,0.45,0.60
HUMA,243,22.67,-0.7187,-0.0575,0.781990,-0.406407,1,0.2938,0.249296,0.9200,penalty,def_skip_not_elite_vol; def_mult_drawdown_penalty_0.92,suppressed,True,single_asset_early_stage,sev1,early,micro,True,11.44,60,-0.5989,50.00,50.00,0,50.00,0,,68.00,MEDIUM,HIGH,50,neutral,0.2,50,unknown,,50,,10.0,uncrowded,35.0,single_asset,0.74500,0.95,0.85,0.45,0.32
TEM,244,22.64,-0.8289,-0.0663,0.579068,-0.256427,1,0.4642,1.006780,1.00,neutral,,alpha,False,,none,early,large,True,27.00,60,-0.3026,50.00,50.00,0,78.00,3,Casdin Capital; Perceptive Advisors; RTW Investments,65.00,MEDIUM,MODERATE,21.29,ev_revenue,0.8000,50,unknown,,50,,20.0,uncrowded,50.0,focused,0.80500,0.95,0.85,0.45,0.27
PGEN,245,22.52,-0.8405,-0.0672,0.842740,-0.034694,2,0.3464,1.625929,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,sev1,late,small,True,73.64,60,0.3112,50.00,50.00,0,50.00,0,,59.00,MEDIUM,MODERATE,34.80,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,70.0,focused,0.83500,0.95,0.95,0.45,0.87
NUVL,246,22.50,-0.8521,-0.0682,0.496910,-0.085945,2,0.6290,0.185055,1.00,neutral,,alpha,False,,none,late,mid,True,45.05,60,-0.0688,80.00,66.09,33.64,80.00,6,Baker Bros Advisors; Deerfield Management; Perceptive Advisors; RA Capital Management; Tang Capital Partners,67.00,LOW,MODERATE,10.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,diversified,0.87000,0.95,0.95,0.65,0.70
BDTX,247,22.30,-0.6874,-0.055,0.821864,-0.469199,3,0.3557,1.077587,0.892400,penalty,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,none,mid,micro,True,22.19,60,-0.3738,50.00,50.00,0,50.00,0,,75.00,LOW,LOW,90.00,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,46.0,concentrated,0.80500,0.95,0.85,0.45,0.53
STOK,248,22.00,-0.8639,-0.0691,0.740127,-0.162124,2,0.4466,1.429761,1.00,neutral,,alpha,False,,none,late,small,True,57.77,60,0.1079,50.00,50.00,0,80.00,8,Baker Bros Advisors; Opaleye Management; Palo Alto Investors; RTW Investments; Redmile Group; Tang Capital Partners,80.00,MEDIUM,HIGH,66.43,ev_cfo,0.8000,50,unknown,,50,,10.0,uncrowded,68.0,focused,0.80000,0.95,0.85,0.45,0.73
ZVRA,249,21.94,-0.8759,-0.0701,0.469820,-0.125367,2,0.2530,0.566910,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,late,small,True,22.13,60,-0.3747,50.00,50.00,0,50.00,0,,77.00,LOW,MODERATE,49.42,mcap_per_trial,0.8000,50,unknown,,50,,60.0,uncrowded,72.0,diversified,0.83500,0.95,0.95,0.45,0.80
SRRK,250,21.80,-0.8879,-0.071,0.670502,-0.080193,2,0.4457,-0.036575,1.00,neutral,,alpha,False,,sev1,late,mid,True,59.95,60,0.1382,50.00,50.00,0,50.00,0,,84.00,MEDIUM,HIGH,14.33,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,82.0,diversified,0.83000,0.95,0.95,0.45,0.80
NTLA,251,21.64,-0.9001,-0.072,0.947200,-0.110692,1,0.3471,0.203411,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_1,suppressed,True,single_asset_early_stage,sev1,early,small,True,50.85,60,0.0117,50.00,50.00,0,65.71,5,Baker Bros Advisors,94.00,HIGH,EXTREME,50,neutral,0.2,48.08,exceptional,Regeneron,50,,100.0,highly_crowded,35.0,single_asset,0.74000,0.95,0.85,0.45,0.40
KRYS,252,21.23,-0.9124,-0.073,0.341852,-0.052855,1,0.5000,-0.020460,1.00,neutral,def_corr_placeholder_0.50,suppressed,True,single_asset_early_stage,none,early,mid,True,71.61,60,0.2844,80.67,69.16,42.29,80.00,7,Acuta Capital Partners; Orbimed Advisors; Perceptive Advisors; Redmile Group,75.00,MEDIUM,MODERATE,12.86,ev_cfo,0.8000,50,unknown,,69.0,ODD; BTD,25.0,uncrowded,35.0,single_asset,0.84500,0.95,0.85,0.65,0.40
ADCT,253,21.22,-0.9248,-0.074,0.750510,-0.257261,3,0.2585,-0.403730,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,mid,small,True,30.83,60,-0.2522,50.00,50.00,0,58.00,1,Opaleye Management,71.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,46.0,concentrated,0.74500,0.95,0.85,0.45,0.53
ARGX,254,20.80,-0.9631,-0.077,0.246788,-0.088187,2,0.008963,-0.148965,1.0,neutral,def_mult_elite_1.40; def_mult_rsi_oversold_1.03; def_boost_gated_below_51_in_2,alpha,False,,none,late,large,True,40.05,60,-0.1382,71.00,55.42,19.05,80.00,4,Acuta Capital Partners; Baker Bros Advisors; RTW Investments; Rock Springs Capital Management,61.00,LOW,LOW,10.00,ev_revenue,0.8000,50,unknown,,50,,50.0,uncrowded,76.0,diversified,0.74000,0.65,0.95,0.45,0.77
OPCH,255,20.49,-0.9761,-0.0781,0.302272,-0.048368,1,0.1565,-0.035327,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_1,suppressed,True,single_asset_early_stage,none,early,mid,True,50.80,60,0.0111,50.00,50.00,0,50.00,0,,60.00,LOW,LOW,47.86,ev_cfo,0.8000,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.80000,0.95,0.85,0.45,0.37
PHVS,256,20.24,-0.9894,-0.0792,0.729732,-0.054316,2,0.4207,0.393346,1.00,neutral,,alpha,False,,none,late,small,True,49.60,60,-0.0056,50.00,50.00,0,80.00,4,Baker Bros Advisors; Cormorant Asset Management; Rock Springs Capital Management; Sofinnova Investments,48.00,LOW,LOW,35.96,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,72.0,diversified,0.74000,0.65,0.95,0.45,0.70
KURA,257,19.82,-0.9502,-0.076,0.604831,-0.326606,2,0.6478,0.110143,0.9500,penalty,def_mult_momentum_penalty_0.95; def_warn_drawdown_gt_30pct,alpha,False,,sev1,late,small,True,33.40,60,-0.2185,50.00,50.00,0,61.00,1,EcoR1 Capital,57.00,LOW,MODERATE,83.92,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.70
RGEN,258,19.76,-1.0028,-0.0802,0.327501,-0.066672,2,0.4000,0.026453,0.9800,neutral,def_mult_rsi_overbought_0.98,alpha,False,,none,late,mid,True,44.78,60,-0.0725,50.00,50.00,0,74.29,6,Avidity Partners Management; Perceptive Advisors,65.00,LOW,LOW,12.86,ev_cfo,0.8000,50,unknown,,50,,75.0,uncrowded,76.0,diversified,0.83000,0.95,0.95,0.45,0.77
CRBU,259,19.46,-1.0164,-0.0813,0.675549,-0.374486,1,0.6833,0.375568,1.00,neutral,def_warn_drawdown_gt_30pct,alpha,False,,sev1,early,micro,True,16.99,60,-0.4694,50.00,50.00,0,50.00,0,,51.00,LOW,LOW,75.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,67.0,focused,0.80500,0.95,0.85,0.45,0.40
CVAC,260,19.25,-1.0302,-0.0824,0.408323,-0.151184,2,0.1813,0.023200,1.00,neutral,def_skip_not_elite_vol,alpha,False,,none,late,small,True,22.86,60,-0.3629,96.67,79.33,38.86,50.00,0,,65.00,LOW,LOW,74.56,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,86.0,broad_portfolio,0.78500,0.65,0.95,0.65,0.70
RAPT,261,19.14,-1.0441,-0.0835,1.200495,0.000000,3,0.3343,-0.082647,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3,alpha,False,,none,mid,small,True,96.55,60,1.8502,50.00,50.00,0,80.00,6,Deep Track Capital; Perceptive Advisors; RTW Investments,44.00,LOW,LOW,38.14,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,78.0,diversified,0.83500,0.95,0.95,0.45,0.53
RANI,262,18.83,-0.9374,-0.075,1.231640,-0.448000,1,0.0447,0.984976,0.892400,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,sev2,early,micro,True,54.17,60,0.0579,80.00,67.99,39.96,50.00,0,,47.00,LOW,MODERATE,88.33,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,67.0,focused,0.78000,0.65,0.95,0.65,0.45
CRVS,263,18.81,-1.0583,-0.0847,2.118996,-0.134796,2,0.6206,1.887926,1.0,neutral,def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_mult_rsi_oversold_1.03; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,96.55,60,2.3297,55.00,42.78,14.27,72.00,2,Perceptive Advisors; RTW Investments,62.00,MEDIUM,HIGH,40.06,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,78.0,diversified,0.83500,0.95,0.95,0.45,0.70
GMAB,264,18.81,-1.0727,-0.0858,0.338515,-0.026599,2,0.3700,0.731526,1.0,neutral,def_mult_good_1.10; def_boost_gated_below_51_in_2,alpha,False,,none,late,large,True,52.71,60,0.0376,50.00,50.00,0,71.80,4,Avidity Partners Management; Deep Track Capital,57.00,LOW,LOW,90.00,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,80.0,broad_portfolio,0.74000,0.65,0.95,0.45,0.70
CTMX,265,17.93,-1.1022,-0.0882,0.916073,0.000000,3,0.2404,0.024313,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3,alpha,False,,none,mid,small,True,87.54,60,0.5726,50.00,50.00,0,80.00,7,Baker Bros Advisors; Perceptive Advisors; RA Capital Management; RTW Investments,59.00,LOW,MODERATE,39.83,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.83500,0.95,0.95,0.45,0.53
EYPT,266,17.32,-1.1174,-0.0894,0.701534,-0.199470,2,0.4074,1.036831,1.00,neutral,,alpha,False,,sev2,late,small,True,48.33,60,-0.0232,86.72,66.04,17.79,80.00,3,Cormorant Asset Management; Orbimed Advisors; Rock Springs Capital Management,68.00,LOW,MODERATE,66.96,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,86.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.95
RNA,267,16.13,-1.1805,-0.0944,0.041720,-0.002406,2,0.041292,0.021868,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_2,alpha,False,,sev2,late,large,True,46.72,60,-0.0456,50.00,50.00,0,80.00,9,Baker Bros Advisors; Casdin Capital; Cormorant Asset Management; EcoR1 Capital; Orbimed Advisors; Palo Alto Investors; RA Capital Management; RTW Investments; Sofinnova Investments,60.00,LOW,LOW,23.10,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,83.0,broad_portfolio,0.83000,0.95,0.95,0.45,0.80
GHRS,268,16.11,-1.1971,-0.0958,0.892186,-0.103064,2,0.4117,0.338158,1.0,neutral,def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,small,True,50.06,60,0.0008,50.00,50.00,0,80.00,3,Cormorant Asset Management; RA Capital Management; RTW Investments,67.00,LOW,MODERATE,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,35.0,single_asset,0.65000,0.65,0.85,0.45,0.75
ABVX,269,16.09,-1.1484,-0.0919,0.730107,-0.181818,2,0.3389,1.297559,0.9500,penalty,def_skip_vol_too_high; def_mult_momentum_penalty_0.95,alpha,False,,sev2,late,mid,True,51.78,60,0.0248,80.00,73.05,56.84,80.00,4,Baker Bros Advisors; Cormorant Asset Management; Perceptive Advisors; RTW Investments,48.00,LOW,LOW,24.85,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,88.0,broad_portfolio,0.78000,0.65,0.95,0.65,0.78
LEGN,270,16.03,-1.0874,-0.087,0.539645,-0.436111,3,0.5213,0.699608,0.874000,penalty,def_mult_momentum_penalty_0.95; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,none,mid,mid,True,9.97,60,-0.6388,50.00,50.00,0,50.00,0,,52.00,MEDIUM,MODERATE,39.11,ev_revenue,0.8000,52.15,exceptional,Janssen; Novartis,50,,100.0,highly_crowded,78.0,diversified,0.74500,0.65,0.95,0.45,0.53
SLDB,271,15.98,-1.214,-0.0971,0.844413,-0.050350,3,0.5632,1.141136,1.0,neutral,def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3,alpha,False,,sev2,mid,small,True,45.05,60,-0.0688,98.67,80.93,39.54,80.00,5,Ally Bridge Group; Bain Capital Life Sciences; Perceptive Advisors; RA Capital Management; Redmile Group,73.00,MEDIUM,MODERATE,88.98,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,79.0,broad_portfolio,0.87000,0.95,0.95,0.65,0.50
BBIO,272,15.86,-1.2312,-0.0985,0.333389,-0.039044,1,-0.050716,-0.160391,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_1,alpha,False,,sev1,early,large,True,55.61,60,0.0779,50.00,50.00,0,80.00,11,Cormorant Asset Management; Deep Track Capital; Ghost Tree Capital; Rock Springs Capital Management; Sectoral Asset Management; Sofinnova Investments,79.00,LOW,MODERATE,10.00,ev_revenue,0.8000,50,unknown,,50,,100.0,highly_crowded,42.0,concentrated,0.80000,0.95,0.85,0.45,0.40
KOD,273,15.74,-1.1327,-0.0906,0.823411,-0.210746,2,0.4093,1.615584,0.921500,penalty,def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95,alpha,False,,sev1,late,small,True,85.01,60,0.5126,100.00,93.79,79.31,80.00,3,Baker Bros Advisors; Perceptive Advisors; Tang Capital Partners,57.00,MEDIUM,MODERATE,45.91,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,80.0,broad_portfolio,0.87500,0.95,0.95,0.65,0.78
IVVD,274,15.08,-1.1643,-0.0931,1.174231,-0.295139,2,0.2216,1.549598,0.921500,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95,alpha,False,,sev1,late,small,True,73.88,60,0.3146,80.00,66.09,33.64,64.00,2,RA Capital Management,59.00,MEDIUM,MODERATE,61.70,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,76.0,diversified,0.87500,0.95,0.95,0.65,0.78
ABOS,275,14.55,-1.2668,-0.1013,0.961373,0.000000,3,0.275496,1.439234,1.0,neutral,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_3,alpha,False,,sev2,mid,micro,True,67.16,60,0.2258,50.00,50.00,0,61.00,1,RA Capital Management,50,UNKNOWN,UNKNOWN,68.64,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,64.0,focused,0.80500,0.95,0.85,0.45,0.50
ERAS,276,14.42,-1.2853,-0.1028,1.138719,-0.037619,2,0.3720,0.869380,1.0,neutral,def_skip_vol_too_high; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,96.55,60,3.5946,86.72,66.04,17.79,50.00,0,,51.00,LOW,LOW,31.29,mcap_per_trial,0.8000,50,unknown,,50,,90.0,moderate,79.0,diversified,0.83500,0.95,0.95,0.45,0.70
CELC,277,14.15,-1.3042,-0.1043,0.487059,0.000000,2,0.430004,1.110642,1.0,neutral,def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,86.73,60,0.5527,50.00,50.00,0,80.00,3,Baker Bros Advisors; Perceptive Advisors; Sofinnova Investments,50,UNKNOWN,UNKNOWN,19.01,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.70
LQDA,278,14.11,-1.3235,-0.1059,0.622306,-0.015654,2,0.3221,-0.047785,1.0,neutral,def_skip_vol_too_high; def_mult_momentum_bonus_1.05; def_boost_gated_below_51_in_2,alpha,False,,sev1,late,mid,True,81.94,60,0.4480,50.00,50.00,0,69.00,2,Opaleye Management; Sofinnova Investments,86.00,MEDIUM,MODERATE,20.18,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.73
WVE,279,14.06,-1.2488,-0.0999,2.035447,-0.373064,3,0.1196,1.193380,0.921500,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_penalty_0.95; def_warn_drawdown_gt_30pct,alpha,False,,sev1,mid,mid,True,61.46,60,0.1508,50.00,50.00,0,80.00,4,Baker Bros Advisors; RA Capital Management; RTW Investments; Sofinnova Investments,64.00,LOW,LOW,26.27,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.83500,0.95,0.95,0.45,0.63
SVRA,280,13.77,-1.3434,-0.1075,0.671921,-0.180115,2,0.3558,0.359505,1.00,neutral,def_skip_vol_too_high,alpha,False,,sev1,late,small,True,70.12,60,0.2647,50.00,50.00,0,50.00,0,,57.00,LOW,MODERATE,54.09,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,84.0,diversified,0.83500,0.95,0.95,0.45,0.70
GLPG,281,13.61,-1.3638,-0.1091,0.223082,-0.015012,2,0.2844,0.042646,1.0,neutral,def_mult_elite_1.40; def_boost_gated_below_51_in_2,alpha,False,,none,late,mid,True,37.60,60,-0.1632,50.00,50.00,0,61.00,1,EcoR1 Capital,59.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,10.0,uncrowded,35.0,single_asset,0.65500,0.65,0.85,0.45,0.70
EDIT,282,13.49,-1.4064,-0.1125,0.701220,-0.331169,1,0.5795,0.161102,1.0,neutral,def_mult_rsi_oversold_1.03; def_warn_drawdown_gt_30pct; def_boost_gated_below_51_in_1,alpha,False,,sev2,early,micro,True,19.55,60,-0.4197,50.00,50.00,0,50.00,0,,59.00,LOW,MODERATE,78.33,mcap_per_trial,0.8000,39.40,strong,Bristol-Myers Squibb,77.0,RMAT; ODD; BTD,100.0,highly_crowded,64.0,focused,0.83500,0.95,0.95,0.45,0.50
CNTA,283,13.38,-1.4287,-0.1143,0.548490,-0.152290,3,0.1797,0.464976,1.00,neutral,def_skip_not_elite_vol,alpha,False,,sev1,mid,mid,True,45.85,60,-0.0577,55.00,42.78,14.27,80.00,5,Cormorant Asset Management; EcoR1 Capital; Perceptive Advisors; RTW Investments; Rock Springs Capital Management,61.00,LOW,LOW,10.00,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,67.0,focused,0.83000,0.95,0.95,0.45,0.53
COGT,284,13.19,-1.3848,-0.1108,1.683314,-0.083116,2,0.2140,0.099845,0.9700,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97,alpha,False,,none,late,mid,True,96.55,60,1.2828,50.00,50.00,0,80.00,4,Acuta Capital Partners; RTW Investments; Rock Springs Capital Management; Sofinnova Investments,66.00,LOW,MODERATE,20.76,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,79.0,diversified,0.83500,0.95,0.95,0.45,0.70
LRMR,285,13.06,-1.4517,-0.1161,0.765904,-0.100000,3,0.2885,0.814914,1.00,neutral,def_skip_not_elite_vol,alpha,False,,sev2,mid,small,True,29.45,60,-0.2704,50.00,50.00,0,80.00,4,Deerfield Management; Opaleye Management; RA Capital Management; RTW Investments,77.00,MEDIUM,MODERATE,72.03,mcap_per_trial,0.8000,50,unknown,,50,,35.0,uncrowded,72.0,diversified,0.83500,0.95,0.95,0.45,0.53
BLTE,286,12.60,-1.4755,-0.118,0.653473,0.000000,2,0.031989,-0.146922,1.00,neutral,def_skip_not_elite_vol,alpha,False,,sev2,late,mid,True,83.40,60,0.4775,50.00,50.00,0,50.00,0,,50,UNKNOWN,UNKNOWN,10.82,mcap_per_trial,0.8000,50,unknown,,50,,75.0,uncrowded,76.0,diversified,0.74500,0.65,0.95,0.45,0.78
PRLD,287,11.24,-1.5002,-0.12,2.882401,-0.467337,3,0.092871,0.710958,0.892400,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,sev2,mid,micro,True,74.36,60,0.3212,50.00,50.00,0,61.00,1,Baker Bros Advisors,50,UNKNOWN,UNKNOWN,90.00,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,72.0,diversified,0.83500,0.95,0.95,0.45,0.53
URGN,288,10.78,-1.5804,-0.1264,0.763485,-0.260537,2,0.3270,1.244857,1.00,neutral,def_skip_vol_too_high,alpha,False,,sev2,late,small,True,38.16,60,-0.1558,63.70,49.65,16.87,72.00,2,Palo Alto Investors; RTW Investments,68.00,MEDIUM,HIGH,73.39,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,83.0,broad_portfolio,0.83500,0.95,0.95,0.45,0.75
VOR,289,10.61,-1.5259,-0.1221,1.881447,-0.409600,2,0.2000,0.664891,0.892400,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_drawdown_penalty_0.92,defensive_penalty,False,,sev1,late,small,True,11.85,60,-0.5883,50.00,50.00,0,61.00,1,RA Capital Management,41.00,LOW,LOW,56.43,mcap_per_trial,0.8000,50,unknown,,50,,100.0,highly_crowded,82.0,diversified,0.83500,0.95,0.95,0.45,0.70
LENZ,290,10.47,-1.5526,-0.1242,1.097623,-0.400125,2,0.2579,0.261541,0.93702000,penalty,def_skip_not_elite_vol; def_mult_high_vol_0.97; def_mult_momentum_bonus_1.05; def_mult_drawdown_penalty_0.92,suppressed,True,survivability_critical,sev2,late,small,True,16.08,60,-0.4887,50.00,50.00,0,80.00,6,Ally Bridge Group; RA Capital Management; RTW Investments; Rock Springs Capital Management; Samsara BioCapital; Tang Capital Partners,69.00,HIGH,MODERATE,65.79,mcap_per_trial,0.8000,50,unknown,,50,,10.0,uncrowded,76.0,diversified,0.83500,0.95,0.95,0.45,0.78
MESO,291,9.62,-1.6096,-0.1288,0.539392,-0.109256,1,0.3519,0.335806,1.00,neutral,def_skip_vol_too_high,alpha,False,,none,early,mid,True,44.40,60,-0.0778,50.00,50.00,0,50.00,0,,55.00,LOW,LOW,50,neutral,0.2,50,unknown,,50,,100.0,highly_crowded,50.0,focused,0.65000,0.65,0.85,0.45,0.38
